impact_id,threat_id,asset_type,impact_type,min_value,likely_value,max_value,unit,confidence,source,last_updated
IA_T009_WEB_SERVER_REPUTATION,T009,Web Server,reputation,636881.0,851206.0,1750539.0,INR,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_API_RECOVERY,T009,API,recovery,498806.0,674889.0,1204224.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_API_DOWNTIME,T009,API,downtime,2.0,3.0,5.0,hours,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_API_DATA_LOSS,T009,API,data_loss,648642.0,889144.0,1689481.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_API_REGULATORY,T009,API,regulatory,330414.0,532033.0,1002952.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_API_REPUTATION,T009,API,reputation,462456.0,982126.0,1725471.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_APPLICATION_RECOVERY,T009,Application,recovery,444913.0,770549.0,1101739.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_APPLICATION_DOWNTIME,T009,Application,downtime,4.0,6.0,9.0,hours,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_APPLICATION_DATA_LOSS,T009,Application,data_loss,944977.0,1332843.0,2629165.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_APPLICATION_REGULATORY,T009,Application,regulatory,334948.0,539617.0,1038681.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_APPLICATION_REPUTATION,T009,Application,reputation,589153.0,1046301.0,2194723.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_ENDPOINT_RECOVERY,T009,Endpoint,recovery,530023.0,1176913.0,1774979.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_ENDPOINT_DOWNTIME,T009,Endpoint,downtime,3.0,5.0,10.0,hours,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_ENDPOINT_DATA_LOSS,T009,Endpoint,data_loss,536783.0,789425.0,1625216.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_ENDPOINT_REGULATORY,T009,Endpoint,regulatory,378813.0,572901.0,1161366.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T009_ENDPOINT_REPUTATION,T009,Endpoint,reputation,575796.0,798982.0,1305010.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_IDENTITY_SERVER_RECOVERY,T010,Identity Server,recovery,780058.0,1140204.0,2097145.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_IDENTITY_SERVER_DOWNTIME,T010,Identity Server,downtime,3.0,5.0,8.0,hours,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_IDENTITY_SERVER_DATA_LOSS,T010,Identity Server,data_loss,1886069.0,2710400.0,4885449.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_IDENTITY_SERVER_REGULATORY,T010,Identity Server,regulatory,669771.0,914514.0,1470295.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_IDENTITY_SERVER_REPUTATION,T010,Identity Server,reputation,830938.0,1291427.0,2085132.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_DATABASE_RECOVERY,T010,Database,recovery,771775.0,1139011.0,2217064.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_DATABASE_DOWNTIME,T010,Database,downtime,2.0,4.0,7.0,hours,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_DATABASE_DATA_LOSS,T010,Database,data_loss,2239654.0,3290968.0,4558188.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_DATABASE_REGULATORY,T010,Database,regulatory,611197.0,1004912.0,1416848.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_DATABASE_REPUTATION,T010,Database,reputation,615590.0,986576.0,1413159.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_CLOUD_WORKLOAD_RECOVERY,T010,Cloud Workload,recovery,678487.0,914345.0,1639439.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_CLOUD_WORKLOAD_DOWNTIME,T010,Cloud Workload,downtime,2.0,3.0,5.0,hours,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_CLOUD_WORKLOAD_DATA_LOSS,T010,Cloud Workload,data_loss,1440791.0,3129186.0,4376486.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_CLOUD_WORKLOAD_REGULATORY,T010,Cloud Workload,regulatory,684568.0,1139407.0,2015891.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_CLOUD_WORKLOAD_REPUTATION,T010,Cloud Workload,reputation,609673.0,1146684.0,1699098.0,INR,0.76,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_NETWORK_DEVICE_RECOVERY,T010,Network Device,recovery,592067.0,946781.0,1283765.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_NETWORK_DEVICE_DOWNTIME,T010,Network Device,downtime,2.0,3.0,6.0,hours,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_NETWORK_DEVICE_DATA_LOSS,T010,Network Device,data_loss,1475378.0,2816225.0,5382180.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_NETWORK_DEVICE_REGULATORY,T010,Network Device,regulatory,254348.0,496856.0,889849.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_NETWORK_DEVICE_REPUTATION,T010,Network Device,reputation,486926.0,676765.0,1151476.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_WEB_SERVER_RECOVERY,T010,Web Server,recovery,728742.0,1506526.0,3085868.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_WEB_SERVER_DOWNTIME,T010,Web Server,downtime,2.0,3.0,5.0,hours,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_WEB_SERVER_DATA_LOSS,T010,Web Server,data_loss,1963377.0,3471259.0,5162958.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_WEB_SERVER_REGULATORY,T010,Web Server,regulatory,449301.0,674708.0,1397609.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_WEB_SERVER_REPUTATION,T010,Web Server,reputation,399987.0,796081.0,1520973.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_API_RECOVERY,T010,API,recovery,725245.0,1000160.0,1931774.0,INR,0.95,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_API_DOWNTIME,T010,API,downtime,1.0,3.0,4.0,hours,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_API_DATA_LOSS,T010,API,data_loss,2392739.0,3215713.0,4424407.0,INR,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_API_REGULATORY,T010,API,regulatory,343608.0,618644.0,877545.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_API_REPUTATION,T010,API,reputation,498001.0,1001406.0,1436310.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_APPLICATION_RECOVERY,T010,Application,recovery,422728.0,742661.0,1384590.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_APPLICATION_DOWNTIME,T010,Application,downtime,2.0,3.0,6.0,hours,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_APPLICATION_DATA_LOSS,T010,Application,data_loss,1201206.0,2059372.0,3245478.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_APPLICATION_REGULATORY,T010,Application,regulatory,526834.0,869580.0,1342779.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_APPLICATION_REPUTATION,T010,Application,reputation,549190.0,1078743.0,2194615.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_ENDPOINT_RECOVERY,T010,Endpoint,recovery,365453.0,736748.0,1110179.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_ENDPOINT_DOWNTIME,T010,Endpoint,downtime,3.0,5.0,7.0,hours,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_ENDPOINT_DATA_LOSS,T010,Endpoint,data_loss,1235828.0,2589681.0,5081552.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_ENDPOINT_REGULATORY,T010,Endpoint,regulatory,414120.0,653792.0,1232752.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T010_ENDPOINT_REPUTATION,T010,Endpoint,reputation,341099.0,650503.0,1355794.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_IDENTITY_SERVER_RECOVERY,T011,Identity Server,recovery,298230.0,535535.0,987202.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_IDENTITY_SERVER_DOWNTIME,T011,Identity Server,downtime,1.0,2.0,4.0,hours,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_IDENTITY_SERVER_DATA_LOSS,T011,Identity Server,data_loss,279110.0,377882.0,512210.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_IDENTITY_SERVER_REGULATORY,T011,Identity Server,regulatory,122290.0,187501.0,260150.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_IDENTITY_SERVER_REPUTATION,T011,Identity Server,reputation,210640.0,461345.0,774348.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_DATABASE_RECOVERY,T011,Database,recovery,650290.0,1050442.0,1810796.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_DATABASE_DOWNTIME,T011,Database,downtime,3.0,4.0,7.0,hours,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_DATABASE_DATA_LOSS,T011,Database,data_loss,814016.0,1330603.0,2142393.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_DATABASE_REGULATORY,T011,Database,regulatory,435834.0,598934.0,1110940.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_DATABASE_REPUTATION,T011,Database,reputation,598861.0,1047671.0,1540140.0,INR,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_CLOUD_WORKLOAD_RECOVERY,T011,Cloud Workload,recovery,788446.0,1058782.0,1538325.0,INR,0.66,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_CLOUD_WORKLOAD_DOWNTIME,T011,Cloud Workload,downtime,3.0,4.0,6.0,hours,0.77,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_CLOUD_WORKLOAD_DATA_LOSS,T011,Cloud Workload,data_loss,924115.0,1610270.0,2205916.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_CLOUD_WORKLOAD_REGULATORY,T011,Cloud Workload,regulatory,462809.0,656943.0,1370847.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_CLOUD_WORKLOAD_REPUTATION,T011,Cloud Workload,reputation,505411.0,938758.0,1953590.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_NETWORK_DEVICE_RECOVERY,T011,Network Device,recovery,361612.0,554027.0,919176.0,INR,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_NETWORK_DEVICE_DOWNTIME,T011,Network Device,downtime,1.0,2.0,3.0,hours,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_NETWORK_DEVICE_DATA_LOSS,T011,Network Device,data_loss,661698.0,948898.0,1899501.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_NETWORK_DEVICE_REGULATORY,T011,Network Device,regulatory,578336.0,825474.0,1506201.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_NETWORK_DEVICE_REPUTATION,T011,Network Device,reputation,459271.0,763007.0,1049582.0,INR,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_WEB_SERVER_RECOVERY,T011,Web Server,recovery,455887.0,869832.0,1259671.0,INR,0.65,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_WEB_SERVER_DOWNTIME,T011,Web Server,downtime,2.0,4.0,7.0,hours,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_WEB_SERVER_DATA_LOSS,T011,Web Server,data_loss,1504455.0,2226073.0,3849173.0,INR,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_WEB_SERVER_REGULATORY,T011,Web Server,regulatory,501200.0,955829.0,1898629.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_WEB_SERVER_REPUTATION,T011,Web Server,reputation,312670.0,576346.0,799863.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_API_RECOVERY,T011,API,recovery,209703.0,344192.0,529647.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_API_DOWNTIME,T011,API,downtime,2.0,3.0,6.0,hours,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_API_DATA_LOSS,T011,API,data_loss,128058.0,256362.0,394003.0,INR,0.73,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_API_REGULATORY,T011,API,regulatory,70676.0,128260.0,226121.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_API_REPUTATION,T011,API,reputation,120154.0,216978.0,295126.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_APPLICATION_RECOVERY,T011,Application,recovery,399450.0,532622.0,876166.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_APPLICATION_DOWNTIME,T011,Application,downtime,2.0,3.0,4.0,hours,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_APPLICATION_DATA_LOSS,T011,Application,data_loss,205204.0,372608.0,534841.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_APPLICATION_REGULATORY,T011,Application,regulatory,145868.0,237231.0,428087.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_APPLICATION_REPUTATION,T011,Application,reputation,225507.0,320063.0,659293.0,INR,0.87,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_ENDPOINT_RECOVERY,T011,Endpoint,recovery,721078.0,1130320.0,1842875.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_ENDPOINT_DOWNTIME,T011,Endpoint,downtime,2.0,3.0,4.0,hours,0.8,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_ENDPOINT_DATA_LOSS,T011,Endpoint,data_loss,1162005.0,2223894.0,3199383.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_ENDPOINT_REGULATORY,T011,Endpoint,regulatory,336742.0,650123.0,1002062.0,INR,0.83,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T011_ENDPOINT_REPUTATION,T011,Endpoint,reputation,228396.0,496559.0,776010.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_IDENTITY_SERVER_RECOVERY,T012,Identity Server,recovery,401425.0,610405.0,830272.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_IDENTITY_SERVER_DOWNTIME,T012,Identity Server,downtime,2.0,3.0,5.0,hours,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_IDENTITY_SERVER_DATA_LOSS,T012,Identity Server,data_loss,494783.0,773939.0,1310588.0,INR,0.74,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_IDENTITY_SERVER_REGULATORY,T012,Identity Server,regulatory,135955.0,298722.0,516782.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_IDENTITY_SERVER_REPUTATION,T012,Identity Server,reputation,522486.0,705863.0,1407637.0,INR,0.7,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_DATABASE_RECOVERY,T012,Database,recovery,717667.0,1053022.0,1982289.0,INR,0.92,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_DATABASE_DOWNTIME,T012,Database,downtime,3.0,6.0,11.0,hours,0.85,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_DATABASE_DATA_LOSS,T012,Database,data_loss,1494540.0,2741085.0,4548111.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_DATABASE_REGULATORY,T012,Database,regulatory,544483.0,728485.0,1174915.0,INR,0.72,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_DATABASE_REPUTATION,T012,Database,reputation,591765.0,868515.0,1386148.0,INR,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_CLOUD_WORKLOAD_RECOVERY,T012,Cloud Workload,recovery,921541.0,1771666.0,3225319.0,INR,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_CLOUD_WORKLOAD_DOWNTIME,T012,Cloud Workload,downtime,2.0,3.0,6.0,hours,0.91,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_CLOUD_WORKLOAD_DATA_LOSS,T012,Cloud Workload,data_loss,1318181.0,2379293.0,4528813.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_CLOUD_WORKLOAD_REGULATORY,T012,Cloud Workload,regulatory,403658.0,781966.0,1119128.0,INR,0.84,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_CLOUD_WORKLOAD_REPUTATION,T012,Cloud Workload,reputation,526480.0,894685.0,1784106.0,INR,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_NETWORK_DEVICE_RECOVERY,T012,Network Device,recovery,182349.0,340778.0,461326.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_NETWORK_DEVICE_DOWNTIME,T012,Network Device,downtime,2.0,3.0,6.0,hours,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_NETWORK_DEVICE_DATA_LOSS,T012,Network Device,data_loss,189274.0,318710.0,470511.0,INR,0.68,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_NETWORK_DEVICE_REGULATORY,T012,Network Device,regulatory,70013.0,138759.0,272617.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_NETWORK_DEVICE_REPUTATION,T012,Network Device,reputation,142686.0,299898.0,448852.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_WEB_SERVER_RECOVERY,T012,Web Server,recovery,300608.0,654925.0,1043453.0,INR,0.75,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_WEB_SERVER_DOWNTIME,T012,Web Server,downtime,2.0,3.0,6.0,hours,0.82,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_WEB_SERVER_DATA_LOSS,T012,Web Server,data_loss,164246.0,276245.0,549921.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_WEB_SERVER_REGULATORY,T012,Web Server,regulatory,93850.0,205585.0,321074.0,INR,0.86,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_WEB_SERVER_REPUTATION,T012,Web Server,reputation,380330.0,560748.0,822081.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_API_RECOVERY,T012,API,recovery,271982.0,459978.0,702930.0,INR,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_API_DOWNTIME,T012,API,downtime,2.0,3.0,4.0,hours,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_API_DATA_LOSS,T012,API,data_loss,457139.0,867316.0,1678592.0,INR,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_API_REGULATORY,T012,API,regulatory,203116.0,307613.0,501992.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_API_REPUTATION,T012,API,reputation,314019.0,491094.0,683339.0,INR,0.94,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_APPLICATION_RECOVERY,T012,Application,recovery,424329.0,703265.0,1146902.0,INR,0.78,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_APPLICATION_DOWNTIME,T012,Application,downtime,2.0,3.0,5.0,hours,0.67,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_APPLICATION_DATA_LOSS,T012,Application,data_loss,641578.0,1007412.0,2063097.0,INR,0.81,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_APPLICATION_REGULATORY,T012,Application,regulatory,371480.0,576499.0,807663.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_APPLICATION_REPUTATION,T012,Application,reputation,220515.0,440144.0,617132.0,INR,0.89,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_ENDPOINT_RECOVERY,T012,Endpoint,recovery,488536.0,897023.0,1213638.0,INR,0.71,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_ENDPOINT_DOWNTIME,T012,Endpoint,downtime,4.0,7.0,13.0,hours,0.93,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_ENDPOINT_DATA_LOSS,T012,Endpoint,data_loss,1094509.0,2059945.0,3113570.0,INR,0.69,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_ENDPOINT_REGULATORY,T012,Endpoint,regulatory,393973.0,735301.0,1000988.0,INR,0.79,Synthetic prototype assumption — alternative dataset,2026-09-15
IA_T012_ENDPOINT_REPUTATION,T012,Endpoint,reputation,530976.0,957318.0,1922296.0,INR,0.9,Synthetic prototype assumption — alternative dataset,2026-09-15
